image_path,emotion
/Users/tscasso/Beboo/prototype/data/train/happy/im215.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im6016.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im1779.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im2270.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im4601.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im2264.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im4615.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im201.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im6002.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im6764.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im567.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im4173.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im2502.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im1023.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im6994.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im3634.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im5245.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im5523.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im3152.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im229.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im1745.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im1989.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im1751.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im2258.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im5537.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im4629.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im3146.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im3620.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im5251.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im1037.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im6758.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im6980.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im3813.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im1962.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im1976.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im3807.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im5286.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im4198.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im6957.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im1786.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im3191.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im4826.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im3185.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im4832.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im1792.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im598.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im6943.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im5292.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im2462.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im4013.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im407.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im6604.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im6162.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im361.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im4775.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im87.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im2304.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im4761.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im93.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im2310.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im1619.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im6176.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im375.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im413.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im6610.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im2476.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im5319.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im4007.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im3768.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im6638.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im1157.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im3998.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im5331.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im3740.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im3026.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im4749.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im5457.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im2338.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im4991.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im1631.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im1625.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im349.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im3032.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im5443.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im4985.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im5325.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im3754.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im1143.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im3967.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im44.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im1816.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im1802.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im50.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im3973.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im3783.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im1194.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im6823.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im5494.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im4952.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im78.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im5480.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im4946.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im6189.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im1180.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im6837.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im3797.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im2489.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im2106.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im5669.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im4577.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im3218.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im163.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im6360.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im1369.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im6406.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im605.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im4211.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im2660.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im4205.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im2674.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im6412.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im611.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im177.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im6374.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im2112.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im4563.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im7042.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im1433.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im5655.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im3224.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im3542.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im2884.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im5133.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im1355.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im639.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im1341.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im3556.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im4239.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im2890.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im5127.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im2648.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im5641.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im5899.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im3230.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im7056.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im6348.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im1427.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im5872.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im5866.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im4588.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im5696.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im7081.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im1396.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im822.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im3581.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im2847.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im3595.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im2853.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im836.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im1382.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im188.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im7095.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im5682.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im1383.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im837.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im2852.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im3594.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im5683.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im7094.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im189.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im7080.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im5697.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im4589.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im2846.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im3580.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im823.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im1397.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im5867.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im5873.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im2649.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im5126.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im2891.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im4238.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im3557.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im1340.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im1426.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im6349.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im7057.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im3231.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im5898.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im5640.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im3225.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im5654.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im1432.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im7043.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im638.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im1354.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im5132.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im2885.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im3543.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im610.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im6413.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im2675.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im4204.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im4562.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im2113.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im6375.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im176.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im6361.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im162.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im3219.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im4576.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im5668.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im2107.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im2661.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im4210.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im604.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im6407.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im1368.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im6188.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im4947.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im5481.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im2488.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im3796.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im6836.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im1181.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im6822.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im1195.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im3782.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im79.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im4953.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im5495.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im51.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im1803.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im3972.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im3966.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im1817.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im45.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im4984.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im5442.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im3033.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im348.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im1624.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im1142.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im3755.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im5324.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im3741.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im5330.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im3999.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im1156.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im6639.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im1630.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im4990.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im2339.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im5456.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im4748.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im3027.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im374.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im6177.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im1618.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im2311.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im92.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im4760.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im3769.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im4006.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im5318.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im2477.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im6611.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im412.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im6605.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im406.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im4012.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im2463.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im2305.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im86.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im4774.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im360.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im6163.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im1793.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im4833.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im3184.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im5293.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im6942.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im599.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im6956.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im4199.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im5287.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im4827.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im3190.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im1787.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im1977.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im3806.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im3812.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im1963.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im3147.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im4628.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im5536.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im2259.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im1750.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im1988.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im6981.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im6759.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im1036.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im5250.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im3621.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im5244.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im3635.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im6995.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im1022.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im1744.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im228.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im3153.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im5522.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im6003.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im200.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im4614.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im2265.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im2503.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im4172.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im566.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im6765.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im572.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im6771.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im2517.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im5278.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im4166.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im3609.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im4600.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im2271.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im1778.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im6017.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im214.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im943.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im6598.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im5091.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im2926.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im3386.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im2098.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im1591.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im1585.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im3392.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im5085.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im2932.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im957.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im5913.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im5907.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im3423.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im5052.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im980.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im1234.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im758.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im7123.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im1552.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im5734.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im3345.png,happy
/Users/tscasso/Beboo/prototype/data/train/happy/im5720.png,happy
